years_exp,search_last_name,swish_id,team_changed_at,hashtag,high_school,injury_notes,active,age,college,first_name,rotowire_id,player_id,injury_start_date,team,yahoo_id,injury_body_part,status,rotoworld_id,opta_id,search_first_name,weight,practice_participation,team_abbr,search_rank,full_name,search_full_name,news_updated,depth_chart_position,last_name,birth_state,gsis_id,birth_city,fantasy_data_id,fantasy_positions,injury_status,birth_date,practice_description,pandascore_id,height,position,number,oddsjam_id,sport,sportradar_id,competitions,espn_id,stats_id,birth_country,depth_chart_order,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
10.0,creecy,,,#tonycreecy-NFL-FA-0,Southern ,,True,32.0,North Carolina State,Tony,,2875,,,29193.0,,Active,,,tony,200,,,9999999.0,Tony Creecy,tonycreecy,,,Creecy,,,,17343.0,['RB'],,1992-05-22,,,72,RB,0.0,,nfl,e88594f6-7d03-4826-a5bf-a03873caf874,[],2577743.0,557333.0,,,1202954213781405696,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,gay,,,#jordangay-NFL-FA-3,Danville HS (KY),,False,30.0,Centre,Jordan,9836.0,1741,,,27425.0,,Inactive,,,jordan,200,,,9999999.0,Jordan Gay,jordangay,,,Gay,,,,15710.0,"['K', 'P']",,1990-03-29,,,"6'1""",P,3.0,,nfl,6596864a-11a0-438d-8cc1-844ec05023bb,[],16591.0,459636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,wilkerson,,,#muhammadwilkerson-NFL-FA-0,Linden (NJ),,False,32.0,Temple,Muhammad,7464.0,819,,,24817.0,,Inactive,6464.0,,muhammad,315,,,9999999.0,Muhammad Wilkerson,muhammadwilkerson,1600831223759.0,,Wilkerson,,00-0027968,,12806.0,['DL'],,1989-10-22,,,76,DE,0.0,,nfl,3877e0ba-222f-4bd2-887c-1db8f1a5e7d1,[],13985.0,469180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,montgomery,,,#sammontgomery-NFL-FA-70,,,False,27.0,LSU,Sam,,1427,,,,,Inactive,,,sam,262,,,9999999.0,Sam Montgomery,sammontgomery,,,Montgomery,,,,14987.0,['DL'],,1990-05-25,,,"6'3""",DE,70.0,,nfl,c7094ebc-e44c-45d9-a9c2-fba9ce05824d,[],15857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,trickett,,,#matthewtrickett-NFL-FA-31,St. Ignatius (OH),,True,23.0,Minnesota,Matthew,17385.0,11532,,,,,Active,,,matthew,198,,,355.0,Matthew Trickett,matthewtrickett,1690840850255.0,,Trickett,,,,,['K'],,1999-09-23,,,72,K,31.0,,nfl,a5ab0670-0c50-11ee-8b11-71577db53722,[],,,,,1116852700621832192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,bradfield,,,#cameronbradfield-NFL-FA-78,,,False,30.0,Grand Valley State,Cameron,10029.0,861,,,25109.0,,Inactive,,,cameron,302,,,9999999.0,Cameron Bradfield,cameronbradfield,,,Bradfield,,,,12979.0,['OL'],,1987-09-14,,,"6'4""",OT,78.0,,nfl,69ad2b65-7d43-4915-a60c-151f3b26ebf3,[],14226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,wright,1172944.0,,#alexwright-NFL-CLE-91,Elba (AL),,True,24.0,UAB,Alex,16190.0,8376,,CLE,,,Active,,,alex,267,,,9999999.0,Alex Wright,alexwright,1745890853856.0,LDE,Wright,,,,,['DL'],,2000-09-05,,,77,DL,91.0,44303949681F,nfl,1e3d482b-e619-4245-bc4e-b347b47dfeba,[],,,,3.0,1113708837778518016,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,bademosi,,,#johnsonbademosi-NFL-FA-0,Gonzaga College (DC),,True,31.0,Stanford,Johnson,8562.0,1076,,,26366.0,,Active,,,johnson,219,,,9999999.0,Johnson Bademosi,johnsonbademosi,1638917722743.0,,Bademosi,,00-0029065,,13886.0,['DB'],,1990-07-23,,,72,CB,0.0,,nfl,ae0de04e-f10b-46ba-b650-2a5c30d48cd9,[],15359.0,461138.0,,,1116852644267163648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,cherilus,,,#gosdercherilus-NFL-FA-78,Somerville (MA),,False,36.0,Boston College,Gosder,5711.0,18,,,8794.0,,Inactive,,,gosder,316,,,9999999.0,Gosder Cherilus,gosdercherilus,,,Cherilus,,,,558.0,['OL'],,1984-06-28,,,"6'7""",T,78.0,,nfl,d552daac-a3c9-42e0-84f9-cbbe42b8be01,[],11251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,bishop,1122125.0,,#beaniebishop-NFL-PIT-31,Pleasure Ridge (KY),,True,25.0,West Virginia,Beanie,17933.0,11860,,PIT,,,Active,,,beanie,182,,,9999999.0,Beanie Bishop,beaniebishop,1737514517191.0,NB,Bishop,,,,,['DB'],,1999-12-17,,,69,CB,31.0,3A7521EEE23D,nfl,c20acbf0-04f9-11ef-8561-b171b26383e5,[],,,,2.0,1113708820867084289,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,king,,,#jeffking-NFL-FA-87,,,False,34.0,Virginia Tech,Jeff,,87,,,,,Inactive,,,jeff,260,,,9999999.0,Jeff King,jeffking,,,King,,,,2350.0,['TE'],,1983-02-19,,,"6'5""",TE,87.0,,nfl,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,mckeon,911020.0,,#seanmckeon-NFL-IND-49,Shepherd Hill Regional (MA),,True,27.0,Michigan,Sean,14478.0,6964,,IND,33101.0,,Active,,,sean,255,,,669.0,Sean McKeon,seanmckeon,1736270110594.0,TE,McKeon,,,,21781.0,['TE'],,1997-12-28,,,77,TE,49.0,35DAEB2CA5E4,nfl,0f369885-8ecd-4ca0-a3dc-df8530a0db6e,[],4036275.0,,,6.0,1113708809664098304,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,grice,,,#mariongrice-NFL-FA-41,,,False,25.0,Arizona State,Marion,9522.0,2048,,,27729.0,,Inactive,,,marion,208,,,9999999.0,Marion Grice,mariongrice,,,Grice,,,,16341.0,['RB'],,1992-04-10,,,"6'0""",RB,41.0,,nfl,1e2ec835-55a6-4cd2-91c4-c0cbf924ea12,[],16956.0,652770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,settle,883994.0,,#timsettle-NFL-HOU-98,Stonewall Jackson (VA),,True,27.0,Virginia Tech,Tim,12544.0,5366,,HOU,31133.0,,Active,,,tim,313,,,9999999.0,Tim Settle,timsettle,1737943530802.0,RDT,Settle,,00-0034397,,20002.0,['DL'],,1997-07-11,,,75,DT,98.0,DA0414FCBB14,nfl,8442c8f8-7fbb-4a0b-8407-355c2dfdf72c,[],3929956.0,,,1.0,1113708786125664256,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,slovis,1161818.0,,#kedonslovis-NFL-HOU-16,Desert Mountain (AZ),,True,24.0,BYU,Kedon,17979.0,11648,,HOU,,,Active,,,kedon,223,,,9999999.0,Kedon Slovis,kedonslovis,1737584425928.0,QB,Slovis,,,,,['QB'],,2001-04-11,,,74,QB,16.0,A4BB70506DAE,nfl,4842ee80-07d1-11ef-977b-d7c6de486031,[],,,,4.0,1113708776873029633,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,spencer,922091.0,,#marquissspencer-NFL-FA-91,Greenwood (MS),,True,27.0,Mississippi State,Marquiss,15608.0,7754,,,,,Active,,,marquiss,295,,,9999999.0,Marquiss Spencer,marquissspencer,1724684143192.0,,Spencer,,,,,['DL'],,1997-07-16,,,76,DE,91.0,F2D5050CD37F,nfl,440bf3a1-d373-4f11-b702-26fb8f62c035,[],,,,,1116853416501444608,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,vanzandt,976069.0,,#lakendrickvanzandt-NFL-FA-0,Henderson (TX),,True,,Kansas State,La'Kendrick,16372.0,8808,,,,,Active,,,lakendrick,206,,,9999999.0,La'Kendrick Van Zandt,lakendrickvanzandt,,,Van Zandt,,,,,['DB'],,,,,73,DB,0.0,,nfl,b127e070-d314-11ec-8b77-45b1765fd110,[],,,,,1116853533010821120,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,renfrow,,,#justinrenfrow-NFL-FA-75,,,False,29.0,Miami,Justin,10847.0,2248,,,28114.0,,Inactive,,,justin,310,,,9999999.0,Justin Renfrow,justinrenfrow,,,Renfrow,,,,16652.0,['OL'],,1989-02-23,,,"6'6""",OT,75.0,,nfl,d65c8efd-f17a-4760-8167-4bdfd263a6a6,[],17236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,voytek,,,#zachvoytek-NFL-FA-68,Trumbull,,True,27.0,New Haven,Zach,,4546,,,30606.0,,Active,,,zach,305,,,9999999.0,Zach Voytek,zachvoytek,,,Voytek,,,,19426.0,['OL'],,1994-07-08,,,77,G,68.0,,nfl,569e41d2-b53d-4b91-ab40-240f0ba3017f,[],4220626.0,,,,1116852984513298432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,daniels,1107317.0,,#braedendaniels-NFL-MIA-66,Hebron (TX),,True,24.0,Utah,Braeden,17188.0,10950,,MIA,,,Active,,,braeden,297,,,9999999.0,Braeden Daniels,braedendaniels,1723513852223.0,OL,Daniels,,,,,['OL'],,2000-08-22,,,76,OL,66.0,94556D785AEC,nfl,6897f01b-8a06-41ff-9385-12f25f62160f,[],,,,,1113708697168670721,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,henry,744425.0,,#hunterhenry-NFL-NE-85,Pulaski (AR),,True,30.0,Arkansas,Hunter,10735.0,3214,,NE,29269.0,,Active,11299.0,,hunter,249,,,145.0,Hunter Henry,hunterhenry,1748539822972.0,TE,Henry,,00-0033090,,17975.0,['TE'],,1994-12-07,,,77,TE,85.0,A615AF6BB3D2,nfl,705899da-3c20-4bc3-b5d0-2e6e40655131,[],3046439.0,744425.0,,1.0,1113708792316456960,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,player,,,#duplicateplayer-NFL-FA-6,,,False,,Notre Dame,Duplicate,,5109,,,,,Inactive,13145.0,,duplicate,203,,,9999999.0,Duplicate Player,duplicateplayer,,,Player,,,,,['WR'],,,,,,WR,6.0,,nfl,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,licata,,,#joelicata-NFL-FA-8,,,False,25.0,Buffalo,Joe,11378.0,3863,,,29996.0,,Inactive,,,joe,210,,,9999999.0,Joe Licata,joelicata,,,Licata,,,,18685.0,['QB'],,1992-11-16,,,"6'2""",QB,8.0,,nfl,,[],2574378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,winters,506544.0,,#brianwinters-NFL-FA-0,Hudson (OH),,True,30.0,Kent State,Brian,8738.0,1374,,,26695.0,,Active,,,brian,320,,,9999999.0,Brian Winters,brianwinters,1632603042948.0,,Winters,,00-0030066,,14896.0,"['OG', 'OL']",,1991-07-10,,,76,OL,0.0,,nfl,1bdb2a2a-62bc-4043-8c80-f9b501d2003d,[],15879.0,,,,1116852734000103424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,murphy,,,#louismurphy-NFL-FA-18,Lakewood (FL),,False,33.0,Florida,Louis,6021.0,396,,,9388.0,,Inactive,5214.0,,louis,200,,,9999999.0,Louis Murphy,louismurphy,1546450547188.0,,Murphy,,,,8777.0,['WR'],,1987-05-11,,,"6'2""",WR,18.0,,nfl,89fab76c-282e-4bd9-b281-8603da9f8424,[],12585.0,296138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,rios,,,#marcusrios-NFL-FA-38,Cosumnes Oak (CA),,False,27.0,UCLA,Marcus,12107.0,4587,,,30821.0,,Inactive,,,marcus,181,,,9999999.0,Marcus Rios,marcusrios,1537318804263.0,,Rios,,00-0033671,,19474.0,['DB'],,1994-10-25,,,71,CB,38.0,,nfl,980aabf5-3127-4b80-83e7-ac91327e848e,[],2971592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,gallagher,1055223.0,,#blakegallagher-NFL-FA-0,,,True,23.0,Northwestern,Blake,,8100,,,,,Active,,,blake,224,,,9999999.0,Blake Gallagher,blakegallagher,,,Gallagher,,,,,['LB'],,1998-06-01,,,72,LB,0.0,,nfl,08e9dd40-0b56-11ec-a679-f54c1f34d73d,[],,,,,1116853466807926784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,dixon,,,#chasedixon-NFL-FA-87,,,False,26.0,Central Arkansas,Chase,,2272,,,27802.0,,Inactive,,,chase,238,,,9999999.0,Chase Dixon,chasedixon,,,Dixon,,,,16683.0,['TE'],,1991-05-30,,,"6'4""",TE,87.0,,nfl,80b06dff-5672-4d4d-b652-aee34bde0ea1,[],16988.0,558776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,onwualu,,,#jamesonwualu-NFL-FA-0,Cretin-Derham Hall (MN),,True,27.0,Notre Dame,James,12356.0,4668,,,30428.0,,Injured Reserve,,,james,235,,,1278.0,James Onwualu,jamesonwualu,1628049606828.0,,Onwualu,, 00-0033704,,19567.0,['LB'],,1994-09-04,,,73,LB,0.0,,nfl,4ca6d7fd-43f7-4c0d-8992-aa28d91710e6,[],3052889.0,733636.0,,,1116853002934681600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,mitchell,,,#carltonmitchell-NFL-FA-12,,,False,29.0,South Florida,Carlton,,534,,,24153.0,,Inactive,,,carlton,215,,,9999999.0,Carlton Mitchell,carltonmitchell,,,Mitchell,,,,11049.0,['WR'],,1988-04-06,,,"6'3""",WR,12.0,,nfl,16a79580-e2e0-4166-a57e-25ec593e31bc,[],13222.0,381461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,martinoguike,,,#praisemartinoguike-NFL-FA-76,Woodbridge (NJ),,True,28.0,Temple,Praise,12874.0,4394,,,30645.0,,Inactive,,,praise,255,,,9999999.0,Praise Martin-Oguike,praisemartinoguike,1533393609063.0,,Martin-Oguike,,,,19253.0,['LB'],,1993-08-30,,,73,OLB,76.0,,nfl,fdfbc9c6-9063-43e9-a18f-717304978adb,[],2574816.0,,,,1116852960186335232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,jamerson,836196.0,,#natrelljamerson-NFL-LV-0,Vanguard (FL),,True,26.0,Wisconsin,Natrell,12722.0,5084,,LV,31134.0,,Active,,,natrell,201,,,9999999.0,Natrell Jamerson,natrelljamerson,1640490908002.0,,Jamerson,,00-0034398,,19992.0,['DB'],,1995-12-15,,,71,DB,0.0,,nfl,f2f71ec1-cc13-4215-aa5d-1948c42c6b28,[],3121552.0,836196.0,,,1116853054293934080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,greenidge,881620.0,,#ethangreenidge-NFL-FA-71,Riverhead (NY),,True,26.0,Villanova,Ethan,13683.0,6564,,,32491.0,Undisclosed,Active,,,ethan,335,,,9999999.0,Ethan Greenidge,ethangreenidge,1691097347316.0,,Greenidge,, 00-0035403,,21164.0,['OL'],Questionable,1997-09-10,,,76,OL,71.0,4F8EE1E15E51,nfl,505b14e9-7ba1-4c7b-99e7-8dafa8cd0946,[],3938169.0,,,,1113708859471458304,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,kendrick,,,#brettkendrick-NFL-FA-0,Christian Academy of Knoxville,,True,26.0,Tennessee,Brett,13331.0,5698,,,31655.0,,Active,,,brett,318,,,9999999.0,Brett Kendrick,brettkendrick,,,Kendrick,,,,20277.0,['OL'],,1995-04-12,,,78,OT,0.0,,nfl,19183c08-1130-4690-990d-8c1d83ad11c5,[],3044736.0,,,,1116853146811891712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,gibson,,,#brandongibson-NFL-FA-13,,,False,30.0,Washington State,Brandon,6024.0,496,,,9458.0,,Inactive,,,brandon,210,,,9999999.0,Brandon Gibson,brandongibson,,,Gibson,,,,10034.0,['WR'],,1987-08-31,,,"6'0""",WR,13.0,,nfl,5f8ecc8b-ea5b-424f-88e7-b47c77bac783,[],12567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,currie,,,#justincurrie-NFL-FA-47,Big Rapids (MI),,False,28.0,Western Michigan,Justin,10603.0,2863,,,28870.0,,Inactive,10977.0,,justin,230,,,9999999.0,Justin Currie,justincurrie,1569884423718.0,,Currie,,00-0031738,,17331.0,"['DB', 'LB']",,1993-09-19,,,74,SS,47.0,,nfl,47ff835d-2b33-43a7-81e1-26590f6b271a,[],2574756.0,591645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,robison,,,#brianrobison-NFL-FA-96,Splendora (TX),,False,37.0,Texas,Brian,5319.0,285,,,8356.0,,Inactive,4350.0,,brian,259,,,9999999.0,Brian Robison,brianrobison,1556133044575.0,,Robison,,00-0025489,,7202.0,['DL'],,1983-04-27,,,"6'3""",DE,96.0,,nfl,ac568889-d10d-4ccc-89a1-8e4233848086,[],10546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,brockel,,,#richiebrockel-NFL-FA-47,Greenway (AZ),,False,34.0,Boise State,Richie,,1014,,,24431.0,,Inactive,,,richie,255,,,9999999.0,Richie Brockel,richiebrockel,,,Brockel,,,,13653.0,"['RB', 'TE']",,1986-07-24,,,"6'1""",TE,47.0,,nfl,ee2649fa-62cf-4832-bf67-fc11d3681fef,[],13538.0,303964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,gilbert,,,#jamesgilbert-NFL-FA-49,Arsenal Tech (IN),,True,26.0,Kansas State,James,14575.0,7336,,,33251.0,,Active,,,james,198,,,9999999.0,James Gilbert,jamesgilbert,1599693357491.0,,Gilbert,,,,21851.0,['RB'],,1995-11-10,,,69,RB,49.0,,nfl,986b07ef-f1f7-4fa8-9e37-c790ebb4b27b,[],,,,,1116853371173601280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,agudosi,,,#carltonagudosi-NFL-FA-14,Franklin,,False,27.0,Rutgers,Carlton,12364.0,4522,,,30482.0,,Inactive,,,carlton,220,,,9999999.0,Carlton Agudosi,carltonagudosi,1567219258028.0,,Agudosi,,00-0033599,,19398.0,['WR'],,1994-02-01,,,78,WR,14.0,,nfl,9bd7ed5d-968a-40c0-8dcd-25fcc2d4d47f,[],2982809.0,696192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,herring,,,#tyronherring-NFL-GB-46,Deerfield Beach (FL),,True,24.0,Delaware,Tyron,18979.0,12932,,GB,,,Active,,,tyron,201,,,9999999.0,Tyron Herring,tyronherring,,DB,Herring,,,,,['DB'],,2001-04-14,,,73,CB,46.0,337D8E65F84E4ED1,nfl,e70723a0-250e-11f0-aaf3-252b830cb685,[],,,,,1222968595286327296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,brooks,1129496.0,,#phillipbrooks-NFL-FA,Lee's Summit West (MO),,True,25.0,Kansas State,Phillip,18216.0,12254,,,,,Active,,,phillip,175,,,552.0,Phillip Brooks,phillipbrooks,1724714446038.0,,Brooks,,,,,['WR'],,1999-09-19,,,67,WR,,EF2C6845521D,nfl,2df54b50-0a4b-11ef-9bbe-d3620d6d51f7,[],,,,,1113708748100104192,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,yelder,750702.0,,#deonyelder-NFL-FA-81,Southern (KY),,True,27.0,Western Kentucky,Deon,13022.0,5277,,,31519.0,,Active,,,deon,255,,,9999999.0,Deon Yelder,deonyelder,1660932629249.0,,Yelder,,00-0034319,,20332.0,['TE'],,1995-03-06,,,76,TE,81.0,,nfl,cad43704-4231-4a72-b616-c66642103452,[],3059766.0,750702.0,,,1116853081133285376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,davis,,,#dariusdavis-NFL-FA-0,,,True,,Henderson State,Darius,,2925,,,,,Active,,,darius,212,,,9999999.0,Darius Davis,dariusdavis,1682788821385.0,,Davis,,,,17394.0,['WR'],,,,,70,WR,0.0,,nfl,9c103bb4-eb3b-440a-bfa2-dc11076b0528,[],,471406.0,,,1202954212535697410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,capra,910455.0,,#jacobcapra-NFL-FA-66,Placer (CA),,True,23.0,San Diego State,Jacob,,7883,,,,,Active,,,jacob,300,,,9999999.0,Jacob Capra,jacobcapra,,,Capra,,,,,['OL'],,1998-11-02,,,77,OL,66.0,,nfl,6e18cf77-85ef-41e1-b2ef-5272a39554f0,[],,,,,1116853428685897728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,matiassmith,,,#genomatiassmith-NFL-FA-0,St. Pius X,,True,30.0,Alabama,Geno,11391.0,3651,,,29639.0,,Active,,,geno,196,,,9999999.0,Geno Matias-Smith,genomatiassmith,,,Matias-Smith,,,,18444.0,['DB'],,1994-05-09,,,72,SS,0.0,,nfl,ca584a3b-7b0f-49bc-9ba3-2b645c0fa2b8,[],2979858.0,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,bisnowaty,,,#adambisnowaty-NFL-FA-76,Fox Chapel (PA),,False,28.0,Pittsburgh,Adam,11757.0,4260,,,30313.0,,Inactive,,,adam,310,,,9999999.0,Adam Bisnowaty,adambisnowaty,1565412904924.0,,Bisnowaty,,00-0033965,,19106.0,['OL'],,1993-12-14,,,77,OT,76.0,,nfl,907dee94-20a5-4ded-a25f-c5783c41a44e,[],2970255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,thompson,,,#trentonthompson-NFL-FA-0,Westover,,True,25.0,Georgia,Trenton,12631.0,5533,,,31461.0,,Active,,,trenton,295,,,9999999.0,Trenton Thompson,trentonthompson,1532999740043.0,,Thompson,,,,20270.0,['DL'],,1996-07-27,,,76,DT,0.0,,nfl,a2f38e33-faf5-44e3-ba20-4e5fc3733d62,[],3915192.0,,,,1116853117497901056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,walker,,,#jailinwalker-NFL-LV-57,Varina (VA),,True,22.0,Indiana,Jailin,18801.0,12990,,LV,,,Active,,,jailin,219,,,9999999.0,Jailin Walker,jailinwalker,,LB,Walker,,,,,['LB'],,2003-02-10,,,72,LB,57.0,4CA1596D100D428E,nfl,5edd7f20-2549-11f0-a1db-ab830671da54,[],,,,,1223074287963869185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,graham,,,#coreygraham-NFL-FA-24,Carroll (NY),,False,36.0,New Hampshire,Corey,5874.0,273,,,8422.0,,Inactive,4318.0,,corey,196,,,9999999.0,Corey Graham,coreygraham,1548030635551.0,,Graham,,00-0025555,,6853.0,['DB'],,1985-07-25,,,72,FS,24.0,,nfl,93ee67e5-08d1-4272-bc6b-d97feaab5d6b,[],10611.0,228604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,williams,,,#darrellwilliams-NFL-FA-76,West Laurens (GA),,False,28.0,Western Kentucky,Darrell,14176.0,4467,,,30567.0,,Inactive,,,darrell,315,,,9999999.0,Darrell Williams,darrellwilliams,,,Williams,,00-0033323,,19334.0,['OL'],,1993-03-24,,,77,G,76.0,,nfl,e4c61c4e-a9ae-418d-9469-4add053e541b,[],2573414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,casey,,,#chancecasey-NFL-FA-43,,,False,26.0,Baylor,Chance,9219.0,1757,,,27403.0,,Inactive,,,chance,190,,,9999999.0,Chance Casey,chancecasey,,,Casey,,,,15775.0,['DB'],,1991-03-11,,,"5'11""",CB,43.0,,nfl,7c571a0d-8228-499a-94a9-434dad921bf2,[],16513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,fields,1134675.0,,#clayfields-NFL-FA,Franklin (NJ),,True,25.0,Chattanooga,Clay,18412.0,12423,,,,,Active,,,clay,188,,,9999999.0,Clay Fields,clayfields,1717848018500.0,,Fields,,,,,['DB'],,2000-02-15,,,70,CB,,5C6671B034D3,nfl,298ef8f0-243f-11ef-bfe4-4beb4ab75b75,[],,,,,1113708776197746688,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,gable,,,#joshgable-NFL-FA-0,,,False,34.0,,Josh,14373.0,6754,,,,,Active,,,josh,175,,,9999999.0,Josh Gable,joshgable,1603147520719.0,,Gable,,,,21673.0,['K'],,1990-09-12,,,70,K,0.0,,nfl,ccb22507-fd47-4ab1-a379-6dea4d510ad4,[],,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,trubisky,728169.0,,#mitchelltrubisky-NFL-BUF-11,Mentor (OH),,True,30.0,North Carolina,Mitchell,11709.0,3976,,BUF,30115.0,,Active,12135.0,,mitchell,222,,,603.0,Mitchell Trubisky,mitchelltrubisky,1736126741299.0,QB,Trubisky,,00-0033869,,18811.0,['QB'],,1994-08-20,,,75,QB,11.0,1FCC09D7BABD,nfl,7a1b8f1a-9024-4897-86b0-01c63e00305e,[],3039707.0,728169.0,,2.0,1113708756631318528,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,armstrong,877584.0,,#dorancearmstrong-NFL-WAS-92,North Shore (TX),,True,27.0,Kansas,Dorance,12548.0,5330,,WAS,31086.0,,Active,,,dorance,255,,,1022.0,Dorance Armstrong,dorancearmstrong,1738440311564.0,RDE,Armstrong,,00-0034373,,19932.0,['DL'],,1997-06-10,,,76,DE,92.0,A35EF9CEF67A,nfl,a28daf84-6354-49e6-a047-1bc549997f29,[],3928979.0,,,1.0,1113708699177742336,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,grossmatos,1067095.0,,#yeturgrossmatos-NFL-SF-94,Chancellor (VA),,True,27.0,Penn State,Yetur,14355.0,6812,,SF,32707.0,,Active,,,yetur,265,,,9999999.0,Yetur Gross-Matos,yeturgrossmatos,1736386535957.0,LDE,Gross-Matos,,,,21896.0,"['DL', 'LB']",,1998-02-26,,,77,DE,94.0,8D20C92192C9,nfl,d96afcfe-32fb-4a59-b75c-94a6184d3136,[],4259594.0,,,2.0,1113708879792861184,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,judge,,,#joejudge-NFL-FA-0,,,False,,,Joe,,6759,,,,,Inactive,14846.0,,joe,,,,9999999.0,Joe Judge,joejudge,1578420041952.0,,Judge,,,,21703.0,,,,,,,,0.0,,nfl,,[],,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
